track_id,split,subset
10983,training,small
10992,test,small
10993,test,small
11019,test,small
11020,test,small
11059,test,small
11198,training,small
11199,training,small
11200,test,small
11204,test,small
11206,training,small
11234,training,small
11237,training,small
11239,training,small
11242,training,small
11261,training,small
11262,training,small
11264,training,small
11268,training,small
11298,training,small
11299,training,small
11306,training,small
11333,training,small
11334,training,small
11503,test,small
11504,test,small
11505,test,small
11508,test,small
11544,training,small
11638,training,small
11671,training,small
11672,training,small
11673,training,small
11674,training,small
11675,training,small
11677,training,small
11679,training,small
11681,training,small
11682,training,small
11683,training,small
11763,training,small
11764,training,small
11765,training,small
11766,training,small
11767,training,small
11768,training,small
11769,training,small
11770,training,small
11771,training,small
11772,training,small
11773,training,small
11774,training,small
11775,training,small
11776,training,small
11777,training,small
11778,training,small
11779,training,small
11780,training,small
11781,training,small
11782,training,small
11783,training,small
11784,training,small
11785,training,small
11786,training,small
11787,training,small
11788,training,small
11789,training,small
11790,training,small
11791,training,small
11792,training,small
11793,training,small
11794,training,small
11795,training,small
11803,validation,small
11818,training,small
11839,training,small
11861,training,small
11862,training,small
11867,training,small
11868,training,small
11916,training,small
11917,training,small
11918,training,small
11919,training,small
11920,training,small
11921,training,small
11922,training,small
11933,training,small
11937,training,small
11942,training,small
11946,training,small
11947,training,small
11951,training,small
12045,test,small
12046,test,small
12047,test,small
12048,test,small
12049,test,small
12050,test,small
12051,test,small
12052,test,small
12053,test,small
12058,test,small
12059,test,small
12060,test,small
12061,test,small
12062,test,small
12064,test,small
12065,test,small
12066,test,small
12067,test,small
12109,training,small
12146,training,small
12147,training,small
12173,training,small
12174,training,small
12179,test,small
12188,validation,small
12189,training,small
12346,training,small
12348,training,small
12349,training,small
12350,training,small
12351,training,small
12352,training,small
12353,training,small
12355,training,small
12376,training,small
12387,test,small
12390,test,small
12394,training,small
12481,test,small
12482,test,small
12484,test,small
12485,test,small
12486,test,small
12487,test,small
12488,test,small
12489,test,small
12490,test,small
12508,test,small
12513,test,small
12514,test,small
12518,test,small
12521,test,small
12526,validation,small
12527,validation,small
12530,training,small
12531,training,small
12532,training,small
12537,training,small
12551,training,small
12552,training,small
12654,training,small
12690,test,small
12691,test,small
12692,test,small
12737,training,small
12985,training,small
12986,training,small
13191,training,small
13197,training,small
13199,training,small
13201,validation,small
13218,training,small
13220,training,small
13325,training,small
13328,test,small
13362,training,small
13378,training,small
13474,validation,small
13537,training,small
13538,training,small
13539,training,small
13540,training,small
13556,validation,small
13561,training,small
13562,training,small
13566,training,small
13571,training,small
13578,test,small
13591,validation,small
13596,training,small
13666,test,small
13668,training,small
13670,training,small
13706,test,small
13707,test,small
13708,test,small
13709,test,small
13710,test,small
13711,test,small
13735,training,small
13747,training,small
13748,training,small
13749,training,small
13767,training,small
13768,training,small
13804,training,small
13927,training,small
13928,training,small
13929,training,small
13930,training,small
14063,training,small
14208,training,small
14315,validation,small
14316,validation,small
14317,validation,small
14318,validation,small
14319,validation,small
14320,validation,small
14344,training,small
14358,training,small
14363,validation,small
14365,validation,small
14386,training,small
14391,validation,small
14538,training,small
14539,training,small
14541,training,small
14542,training,small
14568,training,small
14569,training,small
14570,training,small
14571,training,small
14572,training,small
14576,training,small
14577,training,small
14578,training,small
14579,training,small
14580,training,small
14581,training,small
14583,training,small
14584,training,small
14585,training,small
14586,training,small
14588,training,small
14589,training,small
14590,training,small
14601,test,small
14602,test,small
14603,test,small
14604,test,small
14653,test,small
14661,training,small
14663,test,small
14684,training,small
14690,test,small
14693,training,small
14733,test,small
14734,test,small
14735,test,small
14736,test,small
14737,test,small
14738,test,small
14739,test,small
14740,test,small
14741,test,small
14742,test,small
14743,test,small
14744,test,small
14745,test,small
14809,training,small
14869,validation,small
15094,test,small
15210,training,small
15464,training,small
15469,training,small
15471,training,small
15475,training,small
15476,training,small
15487,training,small
15488,training,small
15540,training,small
15541,training,small
15542,training,small
15543,training,small
15625,training,small
15769,validation,small
15770,validation,small
15771,validation,small
15772,validation,small
15773,validation,small
15880,training,small
16095,training,small
16155,training,small
16158,training,small
16162,training,small
16163,training,small
16334,training,small
16337,test,small
16338,test,small
16339,test,small
16340,test,small
16354,training,small
16743,training,small
16744,training,small
16745,training,small
16747,training,small
16819,training,small
16820,training,small
16821,training,small
16822,training,small
16878,training,small
16879,training,small
16880,training,small
16895,validation,small
16994,test,small
16995,test,small
16997,test,small
17132,training,small
17344,validation,small
17345,validation,small
17462,training,small
17491,training,small
17496,training,small
17499,training,small
17500,training,small
17573,training,small
17588,training,small
17605,training,small
17606,training,small
17607,training,small
17608,training,small
17609,training,small
17610,training,small
17611,training,small
17631,training,small
17632,training,small
17633,training,small
17634,training,small
17635,training,small
17636,training,small
17637,training,small
17644,training,small
17735,training,small
17782,training,small
17884,training,small
17906,training,small
18031,training,small
18032,training,small
18033,training,small
18034,training,small
18037,validation,small
18038,validation,small
18039,validation,small
18043,training,small
18044,training,small
18112,test,small
18124,training,small
18144,training,small
18145,training,small
18146,training,small
18159,training,small
18197,training,small
18350,test,small
18607,training,small
18611,training,small
18876,training,small
18877,training,small
18887,training,small
19073,training,small
19074,training,small
19179,training,small
19184,training,small
19187,training,small
19192,training,small
19412,training,small
19413,training,small
19415,training,small
19416,training,small
19417,training,small
19418,training,small
19420,training,small
19422,training,small
19423,training,small
19425,training,small
19438,training,small
19439,test,small
19441,training,small
19442,training,small
19459,training,small
19673,validation,small
19674,validation,small
19685,test,small
19689,validation,small
19707,training,small
19708,training,small
19729,training,small
19758,training,small
19759,training,small
19760,training,small
19889,training,small
19890,training,small
19891,training,small
20050,training,small
20296,test,small
20361,training,small
20362,training,small
20364,training,small
20365,training,small
20366,training,small
20369,training,small
20372,training,small
20373,training,small
20374,training,small
20375,training,small
20376,training,small
20424,training,small
20432,training,small
20469,training,small
20667,test,small
20704,training,small
20818,validation,small
21058,training,small
21085,training,small
21087,training,small
21167,training,small
21228,training,small
21231,training,small
21232,training,small
21400,training,small
21401,training,small
21402,training,small
21403,training,small
21404,training,small
21409,training,small
21422,training,small
21565,validation,small
21587,validation,small
21657,training,small
21672,training,small
21676,training,small
21677,training,small
21707,training,small
21774,training,small
21842,training,small
21859,training,small
21860,training,small
21891,training,small
21895,training,small
21995,test,small
21996,test,small
21997,test,small
21998,test,small
21999,test,small
22000,test,small
22001,test,small
22088,training,small
22091,training,small
22093,training,small
22094,training,small
22095,training,small
22097,training,small
22150,validation,small
22295,training,small
22296,validation,small
22315,validation,small
22348,training,small
22472,training,small
22473,training,small
22474,training,small
22475,training,small
22476,training,small
22477,training,small
22478,training,small
22479,training,small
22480,training,small
22481,training,small
23010,test,small
23013,training,small
23014,validation,small
23015,training,small
23016,training,small
23037,training,small
23039,training,small
23041,test,small
23063,test,small
23155,training,small
23156,training,small
23172,training,small
23329,validation,small
23353,training,small
23355,validation,small
23371,training,small
23372,training,small
23505,training,small
23862,test,small
24216,training,small
24217,training,small
24218,training,small
24362,training,small
24363,training,small
24364,training,small
24365,training,small
24366,training,small
24367,training,small
24368,training,small
24369,training,small
24370,training,small
24371,training,small
24418,training,small
24420,training,small
24421,training,small
24422,training,small
24423,training,small
24424,training,small
24425,training,small
24426,training,small
24427,training,small
24428,training,small
24429,training,small
24430,training,small
24431,training,small
24432,training,small
24512,training,small
24515,training,small
24521,training,small
24524,training,small
24698,training,small
24699,training,small
24700,training,small
24701,training,small
24702,training,small
24717,training,small
24720,training,small
24739,training,small
24741,training,small
24742,training,small
24745,training,small
24746,training,small
24747,training,small
24748,training,small
24749,training,small
24842,training,small
24898,training,small
24899,training,small
24901,training,small
24912,training,small
24915,training,small
24917,training,small
24963,training,small
24975,training,small
24983,training,small
25028,validation,small
25029,validation,small
25030,validation,small
25031,validation,small
25032,validation,small
25033,validation,small
25055,test,small
25063,training,small
25066,training,small
25104,training,small
25124,training,small
25215,training,small
25216,training,small
25227,training,small
25232,training,small
25233,training,small
25234,training,small
25235,training,small
25324,training,small
25378,training,small
25601,training,small
25603,training,small
25605,training,small
25606,training,small
25608,training,small
25609,training,small
25668,validation,small
25669,validation,small
25670,validation,small
25795,training,small
25796,training,small
25797,training,small
25802,training,small
25804,training,small
26007,training,small
26008,training,small
26010,training,small
26011,training,small
26012,training,small
26013,training,small
26014,training,small
26016,training,small
26017,training,small
26020,training,small
26021,training,small
26022,training,small
26025,training,small
26026,training,small
26034,training,small
26035,training,small
26036,training,small
26169,training,small
26174,training,small
26298,training,small
26301,training,small
26302,training,small
26307,training,small
26322,training,small
26464,training,small
26465,training,small
26466,training,small
26583,training,small
26600,training,small
26605,training,small
26629,training,small
26638,training,small
26639,training,small
26640,training,small
26641,training,small
26642,training,small
26643,training,small
26651,training,small
26652,training,small
26653,training,small
26654,training,small
26655,training,small
26656,training,small
26657,training,small
26658,training,small
26659,training,small
26674,training,small
26681,training,small
26754,training,small
26765,training,small
26859,test,small
26861,test,small
26902,test,small
26904,test,small
26905,test,small
26906,test,small
27164,training,small
27177,training,small
27194,training,small
27195,training,small
27197,training,small
27198,training,small
27258,training,small
27406,training,small
27454,training,small
27455,training,small
27456,training,small
27547,training,small
27548,training,small
27549,training,small
27550,training,small
27551,training,small
27552,training,small
27609,training,small
27610,training,small
27611,training,small
27612,training,small
27613,training,small
27667,training,small
27673,training,small
27797,training,small
27798,validation,small
27799,training,small
27802,training,small
27803,training,small
27804,training,small
27805,training,small
27855,training,small
27856,training,small
27866,training,small
27945,training,small
27953,training,small
27975,training,small
27978,training,small
27981,training,small
27987,training,small
28070,test,small
28072,test,small
28179,test,small
28241,training,small
28260,training,small
28266,test,small
28274,validation,small
28375,validation,small
28376,validation,small
28477,training,small
28478,training,small
28479,training,small
28480,training,small
28481,training,small
28482,training,small
28483,training,small
28484,training,small
28485,training,small
28546,training,small
28548,training,small
28553,training,small
28571,training,small
28608,training,small
28692,test,small
28802,test,small
29037,validation,small
29039,validation,small
29040,validation,small
29041,validation,small
29042,validation,small
29043,validation,small
29044,validation,small
29045,training,small
29128,training,small
29180,training,small
29243,training,small
29245,training,small
29255,training,small
29271,training,small
29272,training,small
29350,validation,small
29351,test,small
29355,training,small
29465,training,small
29480,training,small
29526,validation,small
29528,validation,small
29530,validation,small
29587,training,small
29602,training,small
29673,training,small
29718,training,small
29719,training,small
29720,training,small
29721,training,small
29738,training,small
29739,training,small
29740,training,small
29741,training,small
29742,training,small
29744,training,small
29745,training,small
29746,training,small
29747,training,small
29750,training,small
29752,training,small
29807,training,small
29813,training,small
29816,training,small
29961,training,small
29971,training,small
30041,training,small
30043,training,small
30050,training,small
30056,training,small
30058,training,small
30059,training,small
30090,training,small
30095,training,small
30120,training,small
30196,training,small
30198,training,small
30230,training,small
30316,test,small
30486,training,small
30487,training,small
30488,training,small
30519,training,small
30520,training,small
30521,training,small
30522,training,small
30636,training,small
30682,validation,small
30690,training,small
30702,validation,small
30740,training,small
30895,validation,small
31040,training,small
31041,training,small
31042,training,small
31043,training,small
31044,training,small
31165,training,small
31356,training,small
31389,training,small
31390,training,small
31391,training,small
31392,training,small
31568,validation,small
31807,training,small
31887,training,small
31888,training,small
31889,training,small
31999,training,small
32001,training,small
32021,training,small
32075,training,small
32081,training,small
32218,training,small
32325,training,small
32326,training,small
32327,training,small
32328,training,small
32329,training,small
32330,training,small
32331,training,small
32332,training,small
32333,training,small
32334,training,small
32335,training,small
32336,training,small
32337,training,small
32338,training,small
32339,training,small
32340,training,small
32433,training,small
32435,test,small
32437,training,small
32438,training,small
32439,training,small
32525,training,small
32686,training,small
32687,training,small
32689,training,small
32693,training,small
32694,training,small
32695,training,small
32755,training,small
32756,validation,small
32759,training,small
32760,training,small
32800,training,small
32882,training,small
33020,training,small
33049,training,small
33050,training,small
33064,training,small
33067,training,small
33068,training,small
33069,training,small
33070,training,small
33071,training,small
33072,training,small
33123,training,small
33124,training,small
33203,training,small
33216,training,small
33221,training,small
33278,training,small
33415,training,small
33422,training,small
33424,training,small
33426,training,small
33446,training,small
33459,training,small
33460,training,small
33461,training,small
33465,training,small
33477,training,small
33486,validation,small
33538,training,small
33992,test,small
34003,training,small
34147,training,small
34167,training,small
34257,training,small
34258,training,small
34263,training,small
34484,training,small
34510,training,small
34511,training,small
34994,training,small
34996,training,small
35007,training,small
35008,validation,small
35182,test,small
35184,test,small
35198,test,small
35199,test,small
35204,test,small
35296,training,small
35299,training,small
35443,training,small
35444,training,small
35462,validation,small
35527,training,small
35534,training,small
35535,training,small
35537,training,small
35539,training,small
35541,training,small
35543,training,small
35544,test,small
35545,test,small
35549,test,small
35550,test,small
35569,test,small
35571,training,small
35608,test,small
35734,training,small
36096,test,small
36097,test,small
36099,test,small
36143,training,small
36144,training,small
36145,training,small
36146,training,small
36147,training,small
36245,validation,small
36257,validation,small
36258,validation,small
36261,validation,small
36272,training,small
36273,training,small
36275,training,small
36277,training,small
36302,test,small
36304,training,small
36322,training,small
36333,training,small
36371,training,small
36380,training,small
36388,training,small
36428,training,small
36435,training,small
36481,training,small
36526,training,small
36560,validation,small
36567,training,small
36614,training,small
36615,training,small
36616,training,small
36618,training,small
36643,training,small
36659,training,small
36799,test,small
36959,test,small
36961,test,small
36965,test,small
36966,test,small
36983,training,small
36984,training,small
36985,training,small
36986,training,small
36987,training,small
36988,training,small
36990,training,small
36992,training,small
36994,training,small
36997,training,small
36998,test,small
36999,training,small
37041,training,small
37111,training,small
37113,training,small
37119,training,small
37121,training,small
37131,training,small
37136,training,small
37141,training,small
37147,training,small
37324,training,small
37325,training,small
37368,training,small
37369,training,small
37416,training,small
37417,training,small
37423,training,small
37538,training,small
37592,training,small
37725,training,small
37727,training,small
37730,training,small
37731,training,small
37779,training,small
37781,training,small
37784,training,small
37859,training,small
37911,training,small
37920,training,small
38312,training,small
38321,training,small
38323,training,small
38326,training,small
38351,training,small
38352,training,small
38353,training,small
38354,training,small
38361,training,small
38362,training,small
38363,training,small
38365,training,small
38399,training,small
38435,training,small
38450,training,small
38522,training,small
38557,training,small
38560,training,small
38775,test,small
38776,test,small
38777,test,small
38778,test,small
38779,test,small
38780,test,small
38781,test,small
38782,test,small
38783,test,small
38784,test,small
38785,test,small
38817,test,small
38818,test,small
38819,test,small
38820,test,small
38821,test,small
38822,test,small
38823,test,small
38824,test,small
38825,test,small
38826,test,small
38827,test,small
38828,test,small
38829,test,small
38830,test,small
38833,test,small
38834,test,small
38847,training,small
38859,validation,small
38878,training,small
38879,validation,small
38880,validation,small
38881,validation,small
38882,validation,small
38884,validation,small
38886,validation,small
38887,validation,small
38888,validation,small
38890,validation,small
38891,validation,small
38892,validation,small
38893,validation,small
38894,validation,small
38895,validation,small
38896,validation,small
38898,validation,small
38899,validation,small
38900,validation,small
38901,validation,small
38902,validation,small
38904,validation,small
38905,validation,small
38906,validation,small
38907,validation,small
38908,validation,small
38910,validation,small
38911,validation,small
38912,validation,small
38914,validation,small
38955,training,small
38961,training,small
38964,training,small
38965,training,small
38966,training,small
38967,training,small
39188,training,small
39259,training,small
39278,training,small
39291,training,small
39298,training,small
39316,test,small
39317,test,small
39318,test,small
39357,training,small
39359,training,small
39378,training,small
39484,training,small
39488,training,small
39530,training,small
39605,test,small
39607,test,small
39658,training,small
39659,training,small
39660,training,small
39661,training,small
39662,training,small
39663,training,small
39664,training,small
39665,training,small
39666,training,small
39667,training,small
39875,training,small
39900,training,small
39904,training,small
40121,training,small
40122,training,small
40123,training,small
40133,training,small
40134,training,small
40139,training,small
40141,training,small
40147,training,small
40161,training,small
40180,training,small
40182,training,small
40229,test,small
40230,test,small
40231,test,small
40232,test,small
40233,test,small
40234,test,small
40235,test,small
40236,test,small
40237,test,small
40238,test,small
40239,test,small
40240,test,small
40241,test,small
40242,test,small
40243,test,small
40244,test,small
40245,test,small
40250,training,small
40509,training,small
40525,training,small
40541,training,small
40542,training,small
40598,training,small
40654,validation,small
40655,validation,small
40656,validation,small
40657,validation,small
40658,validation,small
40659,validation,small
40660,validation,small
40683,training,small
40725,training,small
40842,training,small
40843,training,small
40844,test,small
40845,test,small
40851,training,small
40903,training,small
40908,training,small
40909,training,small
40938,training,small
40940,training,small
40984,validation,small
40985,training,small
40986,training,small
41018,training,small
41019,test,small
41020,validation,small
41054,training,small
41095,training,small
41147,training,small
41191,training,small
41192,training,small
41310,test,small
41381,validation,small
41568,training,small
41570,training,small
41573,training,small
41605,training,small
41709,training,small
41714,training,small
41812,training,small
41819,validation,small
41820,validation,small
41825,validation,small
41961,training,small
41962,training,small
41965,training,small
41971,validation,small
41983,training,small
42014,training,small
42016,training,small
42017,training,small
42018,test,small
42019,training,small
42020,training,small
42023,training,small
42025,training,small
42029,training,small
42030,training,small
42031,training,small
42040,test,small
42044,training,small
42045,training,small
42046,training,small
42048,training,small
42119,training,small
42126,training,small
42129,test,small
42135,test,small
42138,test,small
42139,test,small
42141,test,small
42146,test,small
42234,training,small
42235,training,small
42236,training,small
42238,training,small
42240,training,small
42241,training,small
42243,training,small
42245,training,small
42247,training,small
42310,training,small
42372,test,small
42373,test,small
42374,test,small
42375,test,small
42376,test,small
42377,test,small
42442,training,small
42463,test,small
42475,training,small
42648,training,small
42659,training,small
42751,training,small
42761,training,small
42789,training,small
42844,validation,small
42851,validation,small
42911,validation,small
42914,validation,small
42915,validation,small
42966,training,small
42984,training,small
43016,training,small
43018,training,small
43019,training,small
43020,training,small
43021,training,small
43022,training,small
43023,training,small
43024,training,small
43025,training,small
43026,training,small
43027,training,small
43028,training,small
43029,training,small
43030,training,small
43063,training,small
43172,training,small
43173,training,small
43516,test,small
43517,test,small
43518,test,small
43519,test,small
43520,test,small
43521,test,small
43533,training,small
43534,training,small
43535,training,small
43536,training,small
43585,training,small
43586,training,small
43587,training,small
43588,training,small
43589,training,small
43590,training,small
43592,training,small
43593,training,small
43594,training,small
43595,training,small
43596,training,small
43598,training,small
43599,training,small
43600,training,small
43608,training,small
43621,training,small
43623,training,small
43691,validation,small
43695,training,small
43696,training,small
43697,training,small
43698,training,small
43699,training,small
43761,training,small
43765,test,small
43766,test,small
43767,test,small
43768,test,small
43773,training,small
43796,training,small
43842,training,small
43843,training,small
43844,training,small
43856,training,small
43857,training,small
43858,training,small
43859,test,small
43860,training,small
43861,training,small
43863,training,small
43865,training,small
43866,training,small
43867,training,small
43868,training,small
43869,training,small
43883,training,small
43886,training,small
43899,training,small
43911,training,small
43962,training,small
43965,training,small
44092,training,small
44110,training,small
44169,training,small
44236,training,small
44342,training,small
44347,training,small
44354,training,small
44355,validation,small
44777,test,small
44778,training,small
44779,training,small
44780,training,small
44781,training,small
44782,training,small
44791,training,small
44792,training,small
44793,training,small
44794,training,small
44795,training,small
44796,training,small
44797,training,small
44798,training,small
44799,training,small
44800,test,small
44801,training,small
44802,validation,small
44803,training,small
44804,training,small
44805,training,small
44806,training,small
44809,training,small
44820,training,small
44821,training,small
44822,training,small
44823,training,small
44848,training,small
44849,training,small
44850,training,small
44851,training,small
44853,training,small
44854,training,small
44917,training,small
44918,training,small
44946,training,small
44947,training,small
44948,training,small
44949,training,small
44950,training,small
44951,training,small
44952,training,small
45055,validation,small
45099,training,small
45100,training,small
45101,training,small
45102,training,small
45103,training,small
45119,validation,small
45122,validation,small
45125,validation,small
45126,validation,small
45127,validation,small
45128,validation,small
45149,test,small
45150,training,small
45151,training,small
45152,test,small
45153,training,small
45154,training,small
45335,training,small
45387,training,small
45388,training,small
45389,training,small
45390,training,small
45391,training,small
45392,training,small
45393,training,small
45474,training,small
45475,training,small
45508,training,small
45513,training,small
45514,training,small
45515,training,small
45516,training,small
45517,training,small
45518,training,small
45519,training,small
45520,training,small
45521,training,small
45522,training,small
45523,training,small
45934,test,small
45941,training,small
46024,training,small
46043,training,small
46058,training,small
46068,training,small
46078,training,small
46079,training,small
46157,training,small
46158,training,small
46159,training,small
46160,training,small
46161,training,small
46162,training,small
46238,training,small
46241,training,small
46525,training,small
46611,training,small
46711,training,small
46717,test,small
46718,test,small
46720,test,small
46726,training,small
46732,training,small
46733,training,small
46736,training,small
46839,training,small
46840,training,small
46841,training,small
46842,training,small
46844,training,small
46846,training,small
46854,training,small
46855,training,small
46928,training,small
46930,training,small
47032,validation,small
47068,training,small
47069,training,small
47070,training,small
47071,training,small
47072,training,small
47073,training,small
47074,training,small
47075,training,small
47076,training,small
47077,training,small
47100,validation,small
47192,training,small
47193,training,small
47194,training,small
47195,training,small
47196,training,small
47197,training,small
47198,training,small
47199,training,small
47200,training,small
47201,training,small
47202,training,small
47260,training,small
47471,test,small
47506,training,small
47510,training,small
47526,test,small
47628,test,small
47657,training,small
47658,training,small
47659,training,small
47660,training,small
47661,training,small
47662,training,small
47663,training,small
47665,training,small
47666,training,small
47670,training,small
47671,training,small
47707,training,small
47826,training,small
47835,training,small
47865,training,small
47868,training,small
47894,training,small
47895,training,small
47896,training,small
47897,training,small
47916,training,small
47921,training,small
48015,training,small
48042,training,small
48043,training,small
48044,training,small
48046,training,small
48269,training,small
48293,test,small
48307,training,small
48317,validation,small
48367,training,small
48368,training,small
48369,training,small
48437,training,small
48439,training,small
48440,training,small
48442,training,small
48443,training,small
48444,training,small
48446,training,small
48450,training,small
48452,training,small
48453,training,small
48454,training,small
48456,training,small
48457,training,small
48462,training,small
48463,training,small
48464,training,small
48465,training,small
48466,training,small
48488,training,small
48489,training,small
